conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddce2912-bc0f-4a47-aa2b-c1de48bc4b44,енергозбереження,released,knowledge,cross-sector,,"Практика скорочення споживання енергії та використання меншої кількості послуг енергопостачання. Як сталий процес, енергозбереження відбувається шляхом переходу на використання альтернативних джерел енергії, використання більш ефективних енергетичних продуктів або відмови від використання певних енергетичних продуктів або послуг з метою збереження енергії.
	",http://data.europa.eu/esco/isced-f/0712,технологія захисту довкілля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de131ede-cbfe-4e34-aff4-96f16831c3c4,повідомляти про випадки забруднення,released,skill/competence,sector-specific,,"Якщо інцидент спричинив забруднення, оцінити ступінь пошкодження та можливі наслідки і повідомити про це відповідну установу згідно з процедурами повідомлення про забруднення.
	",http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822 | http://data.europa.eu/esco/skill/20136935-e6a1-417b-81df-9b94d4c2c371 | http://data.europa.eu/esco/skill/24310a7b-5db1-4917-a705-4835630227ca,повідомляти про факти | надання інформації про інциденти й дефекти | створювати звіти про інциденти
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/debd4fe7-58c9-499e-8a7e-b42984afe728,"розподіл опалення, охолодження та гарячої води",released,knowledge,sector-specific,,"Принципи проєктування систем розподілу води для нагрівання, охолодження та побутового гарячого водопостачання, а також зв’язок із утепленням, енергозбереженням шляхом оптимального проєктування гідравлічних об’єктів. Характер втрат енергії в цих системах, спричинених теплопередачею, втратами тиску (опір труб і клапанів) та електричної енергії для насосів і клапанів.
	",http://data.europa.eu/esco/isced-f/0713,електроенергія та енергія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df179770-1c8d-4673-a270-481b7e4e6010,проєктувати мінівітроенергетичну систему,released,skill/competence,sector-specific,,"Проєктувати мінівітроенергетичні системи, включно з батареями та інверторами електроенергії, відповідно до інших джерел живлення, а також враховувати міцність конструкції для розміщення мінітурбіни.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,проєктування електричних або електронних систем або обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dfa7be8d-a98d-4fa5-a759-86b6357f38cf,перевіряти грантові заявки,released,skill/competence,occupation-specific,,"Переглядати заявки на отримання гранту від окремих осіб, благодійних або громадських організацій, а також університетських дослідницьких відділів, щоб переконатися, що вони відповідають критеріям фінансування.
	",http://data.europa.eu/esco/skill/e67fd42d-25f1-4124-b0be-3b1e3bfdd70c,перевірка особи й документів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dff0087d-25e4-40bf-979e-32fdf2445438,розробляти стратегії зменшення харчових відходів,released,skill/competence,cross-sector,,"Розробляти політику, зокрема, щодо харчування персоналу або перерозподілу харчових продуктів з метою зменшення, повторного використання та переробки харчових відходів, де це можливо. Це передбачає перегляд політики закупівель, щоб визначити сфери для зменшення харчових відходів, зокрема, кількість та якість харчових продуктів.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,розроблення операційної політики й процедур
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0475631-c151-4413-829c-cb5c76b83271,вимірювати сталість туристичної діяльності,released,skill/competence,sector-specific,,"Збирати інформацію, здійснювати моніторинг та оцінювати вплив туризму на навколишнє середовище, зокрема на природоохоронні території, місцеву культурну спадщину та біорізноманіття, з метою зменшення вуглецевого сліду від діяльності в цій галузі. Це включає проведення опитувань серед відвідувачів та оцінку будь-якої компенсації, необхідної для відшкодування збитків.
	",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,моніторинг стану довкілля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0701805-94ab-4c79-9624-39a7202cbe4f,здійснювати амортизацію активів,released,skill/competence,occupation-specific,,"Розраховувати зменшення вартості активу, спричинене, зокрема, порушеним станом навколишнього середовища або змінами в ньому, відповідно до законодавства.
	",http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/f55fac09-92a2-4a88-9a96-ee9fb5b18519,проводити розрахунки | визначення вартості товарів або послуг
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e16fca1b-b3e2-4823-bba1-7c755c1caf58,консультувати щодо забруднення нітратами,released,skill/competence,sector-specific,,"Консультувати щодо впливу та наслідків забруднення (включно з забрудненням землі добривами), спричиненого викидами закису азоту, які сприяють виснаженню озонового шару, і пропонувати рішення для пом’якшення наслідків таких процесів.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,консультування з екологічних питань
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1da04bb-4de8-4d17-af8a-75ea893fe36a,сприяти відповідальній споживчій поведінці,released,skill/competence,occupation-specific,,"Сприяти політикам, діям та освітнім програмам, які заохочують здоровий спосіб життя й активну участь у сталому споживанні та призводять до змін у ставленні споживачів, купівельних звичках та очікуваннях.
	",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"просування продуктів, послуг або програм"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2028206-3060-4e81-8350-77baefabefde,наглядати за водно-болотними угіддями під час розробки проєкту,released,skill/competence,cross-sector,,"Контролювати та проактивно реагувати на проблеми, пов’язані з водно-болотними угіддями, при розробці проєктів. Прагнути піклуватися про водно-болотні угіддя та зберігати їх, одночасно знаходячи найбільш екологічно ефективні рішення для розвитку інфраструктурних проєктів.
	",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/d5dbc342-8e39-4998-8237-ebbe05a381ce,моніторинг стану довкілля | керувати науково-дослідницькими проєктами
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2bb641f-f647-4229-a48e-9a5ef3526c23,гарантувати безпеку зникаючих видів та заповідних територій,released,skill/competence,sector-specific,,"Упевнятися, що проєкти не мають негативного впливу на мігруючих птахів, рідкісні або зникаючі види тварин, критично важливі середовища існування або природоохоронні об’єкти.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e361af91-3e68-4e59-b0e2-bca0ffb416fa,морська енергія,released,knowledge,sector-specific,,"Енергія, що виробляється з природного руху водних мас, наприклад, океанічних хвиль, течій, потоків, а також унаслідок різниці температур води, як-от теплова енергія холодних глибинних вод. Крім того, її використовують як відновлюване джерело енергії.
	",http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913 | http://data.europa.eu/esco/isced-f/0713,технології відновлюваної енергетики | електроенергія та енергія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e36c1f47-3913-4d35-a6ae-fd9a7243483f,проєктувати вентиляційну мережу,released,skill/competence,sector-specific,,"Проєктувати мережі вентиляції. Готувати та планувати схему вентиляції за допомогою спеціального програмного забезпечення. Проєктувати системи опалення чи охолодження, якщо необхідно. Підвищувати ефективність вентиляційної мережі з метою зниження споживання енергії, включно з взаємодією між будівлею з майже нульовим енергоспоживанням (nZEB), її використанням і правильною стратегією вентиляції.
	",http://data.europa.eu/esco/skill/6caa915b-b80d-4b43-8bbc-54914e0d5032 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,керувати вентиляцією шахт | проєктування споруд або об’єктів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e381f278-7218-4f30-a7b6-34dc3eb7e4a8,лісовідновлення,released,knowledge,sector-specific,,"Методи відновлення вирубаних ділянок лісів, щоб припинити знищення лісів та знову озеленити значну кількість гектарів. Такі стратегії, як висадження нових дерев, захист екосистем від знищення або висівання насіння, є частиною зазначених методів лісовідтворення.
	",http://data.europa.eu/esco/isced-f/082,лісове господарство
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3f2c37f-e484-4b4c-ad82-f565a2b98f89,обладнання для екологічного менеджменту,released,knowledge,sector-specific,,"Апаратура та обладнання, придатне для вимірювання та оперативного моніторингу параметрів довкілля.
	",http://data.europa.eu/esco/isced-f/0712,технологія захисту довкілля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3fcd642-5f9c-48ee-be58-258dd895d281,збирати біологічні дані,released,skill/competence,cross-sector,,"Збирати біологічні зразки, записувати та узагальнювати біологічні дані для використання в технічних дослідженнях, розробці планів екологічного менеджменту та біологічних продуктів.
	",http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,збір інформації з фізичних або електронних джерел
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e45507ff-c1e2-4e0c-92fb-b6c0e6cb6245,фотоелектричні системи,released,knowledge,sector-specific,,"Системи, які перетворюють відновлюване джерело, наприклад, енергію сонця, на електроенергію. На основі ланцюга перетворення енергії фотоелектричні системи можна поділити на три види: мережеві фотоелектричні системи, гібридні фотоелектричні системи, автономні фотоелектричні системи.
	",http://data.europa.eu/esco/isced-f/0713 | http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,електроенергія та енергія | сонячна енергія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4698f9f-bb23-486e-a74a-c8f3a19c3132,досліджувати забруднення,released,skill/competence,cross-sector,,"Проводити випробування для вивчення властивостей забруднення на місцевості або на поверхнях і матеріалах, щоб визначити причину, природу забруднення, а також ступінь ризику і шкоди.
	",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,моніторинг стану довкілля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4a3c9af-8a5d-49cc-95bb-b77e41588746,обробляти зібраний мед,released,skill/competence,sector-specific,,"Збирати й обробляти мед відповідно до правил охорони здоров’я, безпеки та біозахисту.
	",http://data.europa.eu/esco/skill/ceca8bbe-cd58-49b4-8ef4-9a34a5ac0f75,експлуатація машин для перероблення харчових продуктів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4ff825c-7376-4135-93cd-3892fd67b7c1,розробляти стратегії відновлення довкілля,released,skill/competence,cross-sector,,"Розробляти стратегії видалення забруднення та забруднюючих речовин із ґрунту, підземних вод, поверхневих вод або опадів, беручи до уваги правила відновлення навколишнього середовища та доступні технології.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/507e2b21-1285-47e9-bf09-0db794df1bf0,впроваджувати способи зменшення негативних наслідків споживання | впроваджувати способи зменшення забруднення | розробка планів досліджень | розробляти стратегію розв’язання проблем | розробляти екологічну політику
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e52c1125-1d27-4e3d-afc9-761ee5f678b3,охорона та збереження дерев,released,knowledge,sector-specific,,"Екологічні вимоги до збереження та захисту дерев.
	",http://data.europa.eu/esco/isced-f/0821,лісове господарство
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,оцінювати вплив на навколишнє середовище,released,skill/competence,cross-sector,,"Контролювати вплив на навколишнє середовище та проводити оцінювання, щоб визначити та зменшити екологічні ризики організації, беручи до уваги необхідні для цього витрати.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/d3a8ef9c-8572-438c-91dc-010537070be3 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/c4ba12d1-4698-42fa-8abb-789462ea2586 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6 | http://data.europa.eu/esco/skill/d86babea-bf8b-4552-81a8-daf706066ad6,впроваджувати способи зменшення негативних наслідків споживання | керувати впливом на навколишнє середовище | критично мислити | захищати навколишнє середовище від впливу цифрових технологій | дотримання законів і стандартів охорони навколишнього середовища | керувати впливом виробництва на навколишнє середовище
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5727f3b-0dc9-4daf-84e0-d5789b33a6d9,екологія лісу,released,knowledge,cross-sector,,"Екосистеми, що існують у лісі, починаючи від бактерій і закінчуючи деревами та типами ґрунту.
	",http://data.europa.eu/esco/isced-f/0521,екологічні науки
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5deced2-5636-4ff2-b9bc-dca6cbfc5f72,проєктувати комбіновану систему виробництва теплової та електричної енергії,released,skill/competence,sector-specific,,"Оцінювати потреби будівлі в опаленні та охолодженні, визначати потреби в побутовій гарячій воді. Створювати гідравлічну схему, яка підходить для когенераційної установки з гарантованою температурою зворотної лінії та прийнятною кількістю вимикачів.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,проєктування електричних або електронних систем або обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5f77488-7561-475a-9888-decd2443d37a,навчати персонал поводженню з відходами,released,skill/competence,sector-specific,,"Навчати персонал закладу, який займається поводженням з відходами, або персонал організації, відповідальний за стратегії поводження з відходами, про вдосконалення, які можна зробити для зменшення відходів, підвищення ефективності обробки та утилізації відходів, а також забезпечення дотримання законодавства про відходи та охорони навколишнього середовища.
	",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,інструктувати інших | навчання оперативним процедурам | утилізувати відходи
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e64d28b8-9379-440b-ba77-2738486f8e4a,контролювати запахи від виробництва готових кормів для тварин,released,skill/competence,occupation-specific,,"Контролювати запахи, що утворюються під час подрібнення, нагрівання та охолодження, а також скидання рідких відходів, та інші викиди. Для цього можна використовувати термічний окиснювач.
	",http://data.europa.eu/esco/skill/18f2a44e-28ef-4ae3-8ea2-347e33bd9a4b,експлуатація обладнання для виробництва продукції
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e65117b6-97e0-4f45-bd61-e581dcd6ec2a,підбирати відповідну упаковку для харчових продуктів,released,skill/competence,sector-specific,,"Вибирати відповідні упаковки для харчових продуктів, беручи до уваги привабливість і придатність упаковки. Використовувати належне пакування для безпечного та недорогого відправлення. Усвідомлювати, що упаковка також може впливати на характеристики продукту, як-от форма, вага або міцність. Збалансовувати різні аспекти, як-от вартість, привабливість та відповідність нормам і правилам захисту довкілля.
	",http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47 | http://data.europa.eu/esco/skill/8da6cd59-61e1-43c4-8dfc-bc69d283ccc7,ухвалювати рішення | пакування об'єктів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e671c957-b998-49df-b630-7908806966f1,інформувати клієнтів про захист навколишнього середовища,released,skill/competence,cross-sector,,"Надавати споживачам інформацію про вплив їхніх опалювальних систем на навколишнє середовище та про те, наскільки цей вплив можна мінімізувати, поводячись із системами екологічно чистим способом або використовуючи екологічно чисті системи.
	",http://data.europa.eu/esco/skill/f6d7ba88-5234-4994-944d-843ca453c923 | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,впроваджувати заходи з охорони навколишнього середовища | консультувати інших | консультування з екологічних питань
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e6bf6e73-230a-434c-97b2-a0c042a8b7ac,застосовувати принципи сталого розвитку в галузі охорони здоров’я,released,skill/competence,cross-sector,,"Застосовувати принципи сталого розвитку в галузі охорони здоров’я та прагнути до раціонального використання ресурсів.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,впроваджувати способи зменшення негативних наслідків споживання | дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e844bde0-9563-4c07-a7e6-4150d5f06a4b,оцінювати витрати води,released,skill/competence,occupation-specific,,"Оцінювати, вимірювати та реєструвати витрати води, необхідної для поливу зелених насаджень або прибудинкових територій.
	",http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37,виконання обчислень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e85cff6b-ee0e-4106-98f0-b57b39a2ea3f,вживати заходів з боротьби із хворобами та шкідниками,released,skill/competence,sector-specific,,"Вживати заходів з боротьби із хворобами та шкідниками з використанням звичайних або біологічних методів, враховуючи клімат, тип рослини чи культури, норми охорони здоров’я та безпеки та екологічні норми. Зберігати пестициди та поводитися з ними згідно з рекомендаціями та законодавством.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e979659d-d06e-4968-b4b2-ac51e379b552,розробляти змішані робочі стратегії,released,skill/competence,occupation-specific,,"Розробляти робочі стратегії для гібридних систем приводу, враховуючи межі рекуперації енергії та її обмежувальні фактори. Враховувати можливі переваги, пов’язані з переміщенням навантаження, і те, як переміщення навантаження може покращити управління енергією. Розуміти проблеми, пов’язані з нестабільною роботою двигуна внутрішнього згоряння.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,проєктування електричних або електронних систем або обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9d6ebab-13ad-45ce-a955-fc3f1e56add8,планувати заходи з охорони природно-заповідних територій,released,skill/competence,sector-specific,,"Планувати заходи з охорони природних територій, що охороняються законом, для зменшення негативного впливу туризму чи стихійних лих на визначені території. До цього відноситься контроль за використанням землі та природних ресурсів і моніторинг потоку відвідувачів.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9e57db9-a6ef-4e44-a33c-a022d7c4a17f,якість навколишнього середовища в приміщенні,released,knowledge,sector-specific,,"Наслідки кожного вибору, зробленого в процесі проєктування, для якості навколишнього середовища в приміщенні.
	",http://data.europa.eu/esco/skill/75f312e1-622b-4751-8d93-815b32feaf8d | http://data.europa.eu/esco/isced-f/0712,запобігання забрудненню | технологія захисту довкілля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9ff446f-6a8a-4e35-a611-176508964be3,альтернативні види палива,released,knowledge,sector-specific,,"Види палива чи джерела енергії, які принаймні частково слугують заміною традиційним видам енергозабезпечення транспорту, таким як нафта та викопні види палива. Вони мають потенціал для сприяння заходам з декарбонізації та підвищення екологічної ефективності економіки та транспортного сектора.
	",http://data.europa.eu/esco/skill/279e8cb1-b704-41b3-a1c9-60f130e303b4 | http://data.europa.eu/esco/isced-f/0531,види палива | хімія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eaef3371-cb14-4d21-90a4-e54dc7c6391c,керувати системою контролю опріснення,released,skill/competence,sector-specific,,"Керувати системою видалення солі для отримання питної води.
	",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"експлуатація систем або обладнання для перероблення нафти, хімічних речовин або води"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb65ce8e-61bf-49d1-99bb-cb699ba1005b,радіаційний захист,released,knowledge,cross-sector,,"Заходи та процедури, що використовуються для захисту людей та довкілля від шкідливого впливу іонізуючого випромінювання.
	",http://data.europa.eu/esco/isced-f/0914,медичні технології діагностики й лікування
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec4de8aa-9ba4-412b-832d-93361210eae3,морські технології,released,knowledge,cross-sector,,"Технології безпечного використання, експлуатації, захисту та втручання в морське середовище.
	",http://data.europa.eu/esco/isced-f/0732,будівництво й цивільна інженерія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec66a2f9-db12-4eec-936a-47632bfdccfb,виконувати техніко-економічне обґрунтування розумної мережі,released,skill/competence,sector-specific,,"Проводити оцінку та аналіз потенціалу «розумної» мережі в рамках проєкту. Проводити стандартизоване дослідження для визначення внеску в енергозбереження, витрат і обмежень, а також проводити дослідження для підтримки процесу прийняття рішень. Розглядати виклики та можливості, пов’язані з впровадженням бездротових технологій для інтелектуальних мереж.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,виконувати техніко-економічне обґрунтування | аналіз господарських операцій
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec7fd241-e68f-4593-a42a-a12a9bd80cbc,компоненти взуття,released,knowledge,sector-specific,,"Компоненти взуття як для верху (союзка, халяви, підкладки, жорсткий задник, підносок тощо), так і для низу (підошви, підбори, устілки тощо). Екологічні проблеми та важливість вторинної переробки. Вибір належних матеріалів і компонентів з урахуванням їхнього впливу на стиль і характеристики, а також властивості та технологічність взуття. Прийоми та методи хімічної та механічної обробки шкіряних та нешкіряних матеріалів.
	",http://data.europa.eu/esco/isced-f/0723,"текстиль (одяг, взуття й шкіра)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecd368bc-6383-4a03-9b61-46e0a94750f7,проводити інструктаж з технологій енергозбереження,released,skill/competence,sector-specific,,"Провести інструктаж для менеджера об’єкта або подібних осіб щодо параметрів моніторингу, щоб гарантувати, що система досягає запланованих цілей енергозбереження.
	",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,інструктувати інших | викладання й навчання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed17ddef-52ed-4a24-b6ca-d5ecc53eba24,впроваджувати режими годівлі риби,released,skill/competence,sector-specific,,"Впроваджувати добові режими годівлі риби з урахуванням змін у навколишньому середовищі. Контролювати режими годівлі шляхом точного виконання процедур годування. Вносити корективи в режими годівлі, щоб врахувати коливання виробничих показників і зміни умов навколишнього середовища. Контролювати спеціальні режими годівлі для підтримки заданих виробничих вимог. Досліджувати зміни в харчовій поведінці для визначення причин і необхідних коригувальних дій.
	",http://data.europa.eu/esco/skill/42f18b92-1c20-46ed-bde0-9bc64ff1e475,годування й догляд за тваринами
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed8dbdd1-5b40-4eaf-adaf-3b1f6d16a37b,зберігання небезпечних відходів,released,knowledge,cross-sector,,"Правила та процедури, пов’язані з безпечним зберіганням матеріалів і речовин, що становлять ризик для здоров’я і безпеки.
	",http://data.europa.eu/esco/isced-f/1021,громадська санітарія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edf0690f-629d-4674-a9df-45fd89413e85,оцінювати вплив підземних вод на навколишнє середовище,released,skill/competence,sector-specific,,"Оцінювати вплив на навколишнє середовище діяльності з видобутку підземних вод та управління ними.
	",http://data.europa.eu/esco/skill/101d63ee-bb22-4a7c-9e0a-c2716063696a | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,"проводити оцінку охорони праці, безпеки та навколишнього середовища | критично мислити | оцінювати вплив на навколишнє середовище | моніторинг стану довкілля"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee02393d-27dd-438a-8879-b8088ce45e79,екологічна політика в галузі ІКТ,released,knowledge,occupation-specific,,"Міжнародна та організаційна політика, що стосується оцінювання впливу інновацій і розробок у сфері ІКТ на довкілля, а також методів зниження негативного впливу та застосування інновацій ІКТ для надання допомоги довкіллю.
	",http://data.europa.eu/esco/isced-f/0611,використання комп’ютера
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef010091-ddce-410d-9864-9276ef6fe390,централізоване опалення та охолодження,released,knowledge,sector-specific,,"Централізоване опалення та охолодження використовують місцеві сталі джерела енергії для забезпечення опалення та гарячого водопостачання групи будівель і сприяють підвищенню енергоефективності.
	",http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,енергоефективність | електроенергія та енергія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f01fe651-4270-47e8-bb85-e74c8084bd83,вимірювати водний потік,released,skill/competence,sector-specific,,"Вимірювати водний потік, обсяги водозаборів і водозбірних басейнів.
	",http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,вимірювання розмірів і пов’язаних із ними властивостей
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f03a3387-c4a7-41e3-a5d4-dd4577147940,інтегроване проєктування,released,knowledge,sector-specific,,"Підхід до проєктування, який включає декілька пов’язаних дисциплін з метою проєктування і будівництва відповідно до принципів будівлі з майже нульовим споживанням енергії. Взаємодія між усіма аспектами проєктування будівель, їх використання і зовнішнього клімату.
	",http://data.europa.eu/esco/skill/80c042de-bc1a-4d78-b266-35bc80ba3093 | http://data.europa.eu/esco/isced-f/0731,архітектурне проєктування | архітектура й містобудування
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f12f094b-492f-4e88-b36b-50b8e58b7500,проводити оцінку об’єктів довкілля,released,skill/competence,cross-sector,,"Керувати і контролювати екологічну розвідку та оцінку майданчиків для видобутку корисних копалин або промислових об’єктів. Визначати і розмежовувати ділянки для геохімічного аналізу і наукових досліджень.
	",http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,оцінювання землі або нерухомості
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f14cfbac-07c5-43de-8b63-51518be99826,проєктувати вітрогенератори,released,skill/competence,sector-specific,,"Проєктувати електричні компоненти та лопаті, які використовуються в обладнанні, яке перетворює енергію вітру на електричну енергію, гарантуючи, що конструкція оптимізована для забезпечення безпечного та ефективного виробництва енергії.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,проєктування електричних або електронних систем або обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f191c306-f0eb-4cb8-82fb-3331adbbc6f1,адаптувати графіки розподілу енергії,released,skill/competence,sector-specific,,"Контролювати процедури, пов’язані з розподілом енергії, щоб оцінити, чи потрібно збільшити або зменшити постачання енергії залежно від змін у попиті, і включити ці зміни в графік розподілу. Переконуватися, що зміни виконані.
	",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8 | http://data.europa.eu/esco/skill/8bf9699c-f964-4e4b-ac3d-55aface09cbc,очолювати інших людей | ефективно використовувати час | експлуатація обладнання для виробництва або розподілу енергії
