conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18,Scratch (комп’ютерне програмування),released,knowledge,sector-specific,,"Методи та принципи розроблення програмного забезпечення, як-от аналіз, алгоритми, кодування, тестування та компіляція парадигм програмування в Scratch.
	",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,комп’ютерне програмування | розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,процесно-орієнтоване управління,released,knowledge,sector-specific,,"Процесно-орієнтований підхід до управління — це методологія планування, управління та нагляду за ресурсами ІКТ для досягнення конкретних цілей з використанням інструментів ІКТ для управління проєктами.
	",http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,управління й адміністрування | методології управління ІКТ-проєктами
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d5bcc417-a004-4165-b7f1-ab739eadd2f4,особливості розумного міста,released,knowledge,sector-specific,,"Використання технологій великих даних у контексті розумних міст для розроблення нових програмних екосистем, на основі яких можуть бути створені розширені функції мобільності.
	",http://data.europa.eu/esco/isced-f/0619,"інформаційно-комунікаційні технології, не віднесені до інших категорій"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d663e407-33c6-4397-b40e-dced5ebe20b5,обчислювальна хімія,released,knowledge,sector-specific,,"Галузь хімії, що ставить за мету вирішення комплексних хімічних завдань шляхом комп’ютерного моделювання.
	",http://data.europa.eu/esco/isced-f/0531,хімія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d686f015-5568-4288-9135-74936cd7b655,бізнес-моделі на базі блокчейну,released,knowledge,sector-specific,,"Вивчення різних бізнес-моделей на базі блокчейну, як-от програмне забезпечення на базі блокчейну, платформи розробки блокчейну, токеноміка, тобто бізнес-модель на базі службових токенів, бізнес-модель блокчейну Р2Р, а також бізнес-модель блокчейну як послуги (BaaS).
	",http://data.europa.eu/esco/isced-f/0612,проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d68e8a54-7456-4f13-98d3-7aa0787fc6e2,працювати з листопідбірною машиною,released,skill/competence,sector-specific,,"Експлуатувати та контролювати машину, яка автоматично сортує різні сторінки документів.
	",http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf,експлуатація обладнання для виробництва друкованої та фотопродукції
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6b31d8d-2f47-425a-a2b2-a6dddb3d2b19,типи цифрових значків (бейджів),released,knowledge,cross-sector,,"Типи та характеристики цифрових бейджів, як-от відкриті бейджі, які зберігають інформацію про досягнення та навички учнів, що полегшує перевірку та визнання цієї інформації різними зацікавленими сторонами.
	",http://data.europa.eu/esco/isced-f/0188,"міждисциплінарні програми й кваліфікації, пов’язані з освітою"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6c29154-9cc1-48a4-a2de-3d1d0d7f0831,видавнича стратегія,released,knowledge,sector-specific,,"Методи, правила, носії та інструменти публікації контенту з систем управління контентом в окремих джерелах або кросмедіа.
	",http://data.europa.eu/esco/skill/e74f4f21-8d45-412c-b5c3-652e6167ee32 | http://data.europa.eu/esco/isced-f/0211,процеси розробки контенту | аудіовізуальні технології  та медіапродукція
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6cdef49-b669-4507-91d1-3f959cf98e47,підтримувати продуктивність бази даних,released,skill/competence,sector-specific,,"Обчислювати значення для параметрів баз даних. Впроваджувати нові версії й виконувати такі процедури по періодичному технічному обслуговуванню як створення стратегії резервного копіювання й усунення фрагментації індексів.
	",http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"вести базу даних | керування, збір і зберігання цифрових даних"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d6e3395b-5ab6-4fba-969a-3df634e904c5,обмеження для мережевих кабелів ІКТ,released,knowledge,sector-specific,,"Обмеження, як-от обмеження за відстанню та опором типів кабелів, як-от оптоволоконний кабель, коаксіальний кабель і кабель ethernet, які використовуються для реалізації мереж.
	",http://data.europa.eu/esco/isced-f/0612,проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d70701ca-d3be-44cb-963e-8e7142555144,передавати медичну інформацію,released,skill/competence,sector-specific,,"Витягувати інформацію з нотаток пацієнта та вводити її в комп’ютерну програму.
	",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,критично мислити | уведення й перетворення інформації
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d70cab7b-ad8c-4be8-84f0-c5f3f9501818,обслуговувати обладнання для інтеграції мультимедіа,released,skill/competence,occupation-specific,,"Перевіряти й ремонтувати обладнання для інтеграції мультимедіа та обслуговувати його програмне забезпечення.
	",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"технічне обслуговування електричного, електронного й прецизійного обладнання"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d78dedfc-21d2-45fd-ba05-e56b7a8865e6,мережеві стандарти,released,knowledge,sector-specific,,"Нормативні стандарти, які надають технічні інструкції, специфікації та вимоги для створення безпечної та ефективної взаємодії між пристроями, програмним забезпеченням, обладнанням та організаціями. Мережеві стандарти регулюють програмне та апаратне забезпечення, яке використовує їх.
	",http://data.europa.eu/esco/isced-f/0612,проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d7e4a9fa-cfc2-45f9-96eb-13dc6e48c86c,інструмент для відеоконференцзв’язку,released,knowledge,sector-specific,,"Програмне забезпечення, яке використовують для проведення віртуальних зустрічей людей через інтернет із багатонаправленим потоковим передаванням відео і звуку в режимі реального часу.
	",http://data.europa.eu/esco/isced-f/0211,аудіовізуальні технології  та медіапродукція
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d81b58ba-52e4-45fa-9f7c-f59b87fa6041,системи домашньої автоматизації,released,knowledge,sector-specific,,"Системи в житлових будинках «розумний дім» для освітлення, опалення, безпеки тощо, якими можна керувати дистанційно. Системи домашньої автоматизації спрямовані на поліпшення якості життя в будинках і будівлях, зокрема на підвищення незалежності людей з інвалідністю та сприяння енергозбереженню.
	",http://data.europa.eu/esco/isced-f/0714,електроніка й автоматизація
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,створювати цифровий контент,released,skill/competence,transversal,,"Створювати та редагувати прості елементи цифрового контенту, за необхідності під керівництвом.
	",http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,робота із цифровими пристроями й прикладними програмами
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d83e8dbd-257b-4aa9-abb5-e65924eb1797,етика обміну роботою через соціальні мережі,released,knowledge,sector-specific,,"Етика, пов’язана з належним використанням соціальних мереж і медіаканалів, через які можна ділитися своєю роботою.
	",http://data.europa.eu/esco/skill/5303169c-75d6-4751-9136-a4b88343388c | http://data.europa.eu/esco/isced-f/0223,управління соціальними медіа | філософія та етика
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d86595cb-0c68-4d98-aea8-32269da7eef5,використовувати сканер,released,skill/competence,sector-specific,,"Налаштовувати та використовувати сканер, його апаратне та програмне забезпечення.
	",http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf | http://data.europa.eu/esco/skill/84f73180-4a45-49f4-9140-cb49bbc29531,експлуатація обладнання для виробництва друкованої та фотопродукції | налаштовувати управління сканером
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d8726a5a-0614-4dc6-ad03-cf5e3b3caaa5,використовувати термінологію ІКТ,released,skill/competence,sector-specific,,"Використовувати терміни та словниковий запас ІКТ систематично та послідовно з метою документації та для комунікаційних цілей.
	",http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,технічне або академічне письмо
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d87fe0be-9055-4a76-a444-e98b5bfad9d8,Taleo,released,knowledge,sector-specific,,"Комп’ютерна програма Taleo — це платформа електронного навчання для створення, адміністрування, організації, звітування та проведення навчальних курсів або навчальних програм електронного навчання.
	",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,системи управління навчанням | проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d8829a1d-dbde-435b-b921-29d6462f35c9,Android (мобільні операційні системи),released,knowledge,sector-specific,,"Системне програмне забезпечення Android складається з функцій, обмежень, архітектури та інших характеристик операційних систем, призначених для роботи на мобільних пристроях.
	",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea,розроблення й аналіз програмного забезпечення та прикладних програм | мобільні операційні системи
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d89b9a3f-19bf-4b9b-9664-ed35924eb399,збирати дані за допомогою GPS,released,skill/competence,cross-sector,,"Збирати дані в польових умовах за допомогою пристроїв глобальної системи позиціонування (GPS).
	",http://data.europa.eu/esco/skill/97fb21db-a4e5-4b03-af21-03b9d510d872 | http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79 | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,експлуатувати системи GPS | збирати дані | збір інформації з фізичних або електронних джерел
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d8ee0b01-3d33-4a32-a07c-6a107400cac0,автоматизоване проєктування для швацького виробництва,released,knowledge,sector-specific,,"Програмне забезпечення автоматизованого проєктування для швацького виробництва, що дає змогу створювати 2-х або 3-х мірні креслення.
	",http://data.europa.eu/esco/isced-f/0723,"текстиль (одяг, взуття й шкіра)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d90bad2f-7fcc-4e85-a02f-ba4837732892,постобробка фотографій,released,knowledge,cross-sector,,"Характеристики програмного забезпечення та методів, що використовуються під час постобробки фотографій.
	",http://data.europa.eu/esco/isced-f/0211,аудіовізуальні технології  та медіапродукція
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d96078b0-12f4-47d3-a260-61d22050a840,технології «автомобіль – все навколо»,released,knowledge,sector-specific,,"Технологія, яка дозволяє транспортним засобам «спілкуватися» з іншими транспортними засобами та інфраструктурою системи дорожнього руху навколо них. Ця технологія складається з двох елементів: системи для обміну інформацією між транспортними засобами (V2V), яка дозволяє транспортним засобам «спілкуватися» один з одним, та системи для обміну інформацією між транспортними засобами та інфраструктурою (V2I), яка дозволяє транспортним засобам «спілкуватися» із зовнішніми системами, як-от вуличні ліхтарі, будівлі та велосипедисти чи пішоходи.
	",http://data.europa.eu/esco/isced-f/0619,"інформаційно-комунікаційні технології, не віднесені до інших категорій"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9818afc-1dec-4944-8c9c-e3ae8fad176d,налаштовувати регулятор верстата,released,skill/competence,cross-sector,,"Налаштовувати машини й давати машинам команди шляхом відправлення необхідних даних і їх введення у (комп’ютерний) регулятор; при цьому дані мають відповідати оброблюваному продукту.
	",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,використання цифрових інструментів для керування технікою
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,Teradata Database,released,knowledge,sector-specific,,"Комп’ютерна програма Teradata Database — це інструмент для створення, оновлення та керування базами даних, розроблений компанією-виробником програмного забезпечення Teradata Corporation.
	",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,системи управління базами даних | проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da042121-959d-451b-b4d0-3bbf07c1bc67,аналізувати вимоги до пропускної здатності мережі,released,skill/competence,sector-specific,,"Вивчати вимоги до пропускної здатності мережі ІКТ або іншої телекомунікаційної системи.
	",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,налаштування комп’ютерних систем
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e,ощадливе управління проектами,released,knowledge,sector-specific,,"Підхід ощадливого управління проєктами — це методологія планування, управління та нагляду за ресурсами ІКТ для досягнення конкретних цілей і використання інструментів управління проєктами ІКТ.
	",http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,управління й адміністрування | методології управління ІКТ-проєктами
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,керувати відкритими публікаціями,released,skill/competence,cross-sector,,"Знатися на методах «відкритих публікацій» (Open Publication), використанні інформаційних технологій для підтримки досліджень, на розробці інформаційних систем стосовно поточних досліджень (CRIS) і управлінні цими системами, а також на інституційних репозиторіях. Надавати консультації з питань ліцензування й авторських прав, уміти використовувати бібліометричні показники, оцінювати результати досліджень та звітувати про них.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,використання цифрових інструментів для співпраці й продуктивності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dad18fbb-7053-46ed-8a7e-817a10b26ab8,програмувати домашню сигналізацію,released,skill/competence,occupation-specific,,"Вибирати правильні налаштування для конкретної ситуації, у якій буде працювати сигналізація. За необхідності створювати зони з різними політиками. Визначати, яким чином систему ставити на охорону й знімати з неї. Визначати, які дії мають виконуватися в разі спрацювання системи, а також обирати інші налаштування.
	",http://data.europa.eu/esco/skill/18ab25a5-ce2d-4cd5-b7b0-3890f595f77d | http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,керувати системою сигналізації | використання цифрових інструментів для керування технікою
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc,виявляти слабкі місця в ІКТ-системах,released,skill/competence,sector-specific,,"Аналізувати архітектуру системи й мережі, апаратні, програмні компоненти й дані з метою виявлення слабких місць і вразливостей до проникнень чи атак. Виконувати діагностику кіберінфраструктури, зокрема досліджувати, ідентифікувати, інтерпретувати й класифікувати вразливості, пов’язані між собою атаки й зловмисний код (наприклад, проводити експертизу зловмисного програмного забезпечення й зловмисної мережевої активності). Порівнювати індикатори або результати спостережень із вимогами, перевіряти журнали на предмет виявлення ознак останніх проникнень.
	",http://data.europa.eu/esco/skill/7adb8473-bcc6-4ff8-9850-76d945d40092 | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,аналізувати систему ІКТ | захист пристроїв ІКТ
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac,підтримувати користувачів ІКТ-систем,released,skill/competence,sector-specific,,"Спілкуватися з кінцевими користувачами, інструктувати їх про те, як досягати успіхів у виконанні завдань, використовувати інструменти та методи підтримки ІКТ для розв’язання проблем, виявлення можливих побічних ефектів і надання рішень.
	",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,інструктувати інших | надавати ІКТ-підтримку | навчання оперативним процедурам
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db77825e-0f3e-47d0-abdb-356794484272,використовувати математичні інструменти та обладнання,released,skill/competence,cross-sector,,"Використовувати портативний електронний пристрій для виконання як простих, так і складних арифметичних дій.
	",http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37,проводити розрахунки | виконання обчислень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,гнучка розробка,released,knowledge,sector-specific,,"Гнучка розробка програмного забезпечення — це методологія розроблення програмних систем і додатків.
	",http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0613,методології управління ІКТ-проєктами | розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbab7fdd-b99b-4233-bc81-75563eee51a4,складати телекомунікаційні пристрої,released,skill/competence,occupation-specific,,"З’єднувати деталі та вузли пристроїв, використовуючи технологічні способи передачі та прийому інформації.
	",http://data.europa.eu/esco/skill/592525ab-b517-4c55-8c65-17e0f5d99205,монтаж електротехнічних і електронних виробів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dc298fac-7ab4-4feb-9b43-33d947d7703e,стандарти для електронного навчання на основі вебтехнологій,released,knowledge,sector-specific,,"Стандарти та специфікації, що використовуються для електронного вебнавчання, наприклад Sharable Content Object Reference Model (SCORM), які визначають зв’язок між контентом на боці клієнта та хост-системою, що підтримується системою керування навчанням.
	",http://data.europa.eu/esco/isced-f/0612,проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,VBScript,released,knowledge,sector-specific,,"Методи та принципи розроблення програмного забезпечення, як-от аналіз, алгоритми, кодування, тестування та компіляція парадигм програмування в VBScript.
	",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,комп’ютерне програмування | розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd0e44b9-b285-4563-8ffc-1d4d96bf548c,герконові датчики,released,knowledge,occupation-specific,,"Датчики, які виявляють розділення кількох магнітних компонентів, часто використовуються для виявлення відкриття дверей і вікон для запобігання злому.
	",http://data.europa.eu/esco/isced-f/0714,електроніка й автоматизація
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd1e0bc8-d54a-435a-bc43-586bac0b8c02,розробляти інструкції з безпеки ІКТ,released,skill/competence,occupation-specific,,"Створювати попереджувальні повідомлення, наприклад діалогові вікна, вбудовані, спливаючі повідомлення, сповіщення, які попереджають користувача про потенційні проблеми, а також надають інформацію стосовно безпеки згідно зі стандартами з використанням міжнародних сигнальних слів.
	",http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,захищати ІКТ-пристрої | захист пристроїв ІКТ
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd276faa-ef0a-4ad0-8744-37b883a79b64,узгоджувати антени з рефлекторами,released,skill/competence,occupation-specific,,"Узгоджувати антени з рефлекторами, щоб отримати найчіткіший сигнал для передачі трансляцій і проміжних станцій.
	",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,експлуатація обладнання зв’язку
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda69c90-2355-4ab5-b0ef-6ada47f74cc1,тестувати комп’ютерне обладнання,released,skill/competence,occupation-specific,,"Тестувати системи та компоненти апаратного забезпечення комп’ютера за допомогою відповідного обладнання. Виконувати збір та аналіз даних. Контролювати i оцінювати продуктивність системи та за потреби вживати необхідні заходи.
	",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/52b38e90-3d05-4042-a9e2-d19dec8dd7c1 | http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,критично мислити | тестувати апаратне забезпечення | установлення дерев’яних і металевих компонентів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddb65832-91a7-4157-9488-719a0e2ad87b,проводити навчання з ліквідації наслідків катастроф,released,skill/competence,sector-specific,,"Проводити вправи, які навчають людей, що робити у випадку непередбачуваної катастрофічної події у функціонуванні або безпеці ІКТ-систем, зокрема, щодо відновлення даних, захисту особистих даних та інформації, а також які кроки необхідно зробити, щоб запобігти подальшим проблемам.
	",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/b7e752ec-7b2e-46e6-ac24-8b1233609c31,очолювати інших людей | інструктувати інших | лідерство й мотивація
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,комп’ютерні технології,released,knowledge,cross-sector,,"Комп’ютери, комп’ютерні мережі та інші інформаційні технології та обладнання, які можуть зберігати, отримувати, передавати дані та маніпулювати ними.
	",http://data.europa.eu/esco/isced-f/0714,електроніка й автоматизація
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddfd922f-a4f7-47a7-bf1c-cf9124e5bf40,створювати погодні карти,released,skill/competence,cross-sector,,"Створювати графічні карти погоди для певних областей, що містять інформацію про температуру, атмосферний тиск і пояси дощу.
	",http://data.europa.eu/esco/skill/8f9f8b20-ff26-4392-b04f-695dcde5b90a,представлення дослідницької або технічної інформації
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54,визначати потреби користувачів ІКТ,released,skill/competence,sector-specific,,"Визначати потреби та вимоги користувачів ІКТ конкретної системи, застосовуючи аналітичні методи, зокрема аналіз цільових груп.
	",http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac | http://data.europa.eu/esco/skill/31c83903-8fc8-4bd8-9ca4-7a98a9c31eae,визначати технологічні потреби | аналіз господарських операцій | підтримувати користувачів ІКТ-систем | проводити аналіз потреб клієнтів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56,проєктування програмної взаємодії,released,knowledge,sector-specific,,"Методологія проєктування взаємодії між користувачами та програмним продуктом або послугою для задоволення потреб і уподобань більшості людей, які взаємодіятимуть з продуктом, а також для спрощення комунікації між продуктом і користувачем, наприклад, цілеспрямоване проєктування.
	",http://data.europa.eu/esco/isced-f/0611,використання комп’ютера
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,інструмент для тестування на проникнення,released,knowledge,sector-specific,,"Спеціалізовані ІКТ-інструменти, які перевіряють слабкі місця системи (з точки зору безпеки) на потенційно неавторизований доступ до системної інформації, як-от Metasploit, Burp suite та Webinspect.
	",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/f4a85869-1855-45d5-a43c-7ee8cd451996,розроблення й аналіз програмного забезпечення та прикладних програм | проводити тестування на безпеку ІКТ
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de804504-bd5c-465d-b54f-9da299d8ee90,підтримувати системи контролю запасів,released,skill/competence,cross-sector,,"Підтримувати системи контролю запасів в актуальному стані та забезпечувати точність інвентаризації.
	",http://data.europa.eu/esco/skill/7a6f50a7-d876-461a-8336-f85a01af4c5f | http://data.europa.eu/esco/skill/e963cf1f-dc3c-48b2-a0fa-274f5e7f50f6,контролювати якість запасів | зберігання товарів і матеріалів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,реляційна база даних Oracle,released,knowledge,sector-specific,,"Комп’ютерна програма Oracle Rdb — це інструмент для створення, оновлення та керування базами даних, розроблений компанією-виробником програмного забезпечення Oracle.
	",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,системи управління базами даних | проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/debef2fc-7af4-4bff-ac92-4d0317915a84,електронний зв’язок,released,knowledge,cross-sector,,"Обмін даними, що здійснюється за допомогою цифрових засобів, як-от комп’ютери, телефон або електронна пошта.
	",http://data.europa.eu/esco/isced-f/0714,електроніка й автоматизація
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,COBOL,released,knowledge,sector-specific,,"Методи та принципи розроблення програмного забезпечення, як-от аналіз, алгоритми, кодування, тестування та компіляція парадигм програмування в COBOL.
	",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,комп’ютерне програмування | розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df0612db-366c-4ff5-b106-40b9e385195c,використовувати систему підтримки ухвалення рішень,released,skill/competence,sector-specific,,"Використовувати доступні системи ІКТ для допомоги бізнесу або сприяння ухваленню організаційних рішень.
	",http://data.europa.eu/esco/skill/6dc2dfac-3e21-44dd-a71c-9a1c8fe2514c | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,приймати самостійні операційні рішення | використання цифрових інструментів для співпраці й продуктивності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df11ab22-3c40-4dc8-ab0c-e9f41e62449e,редагувати фотографії,released,skill/competence,sector-specific,,"Змінювати розмір фотографій, удосконалювати й ретушувати їх за допомогою аерографії, програмного забезпечення для редагування й інших способів.
	",http://data.europa.eu/esco/skill/91ba97f5-7518-4638-b2d2-308996db3cf8 | http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,виконувати редагування зображень | використання цифрових інструментів для обробки звуку й зображень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df12fd50-55dc-4cfd-a021-818880668789,обслуговувати системи управління автоматизованим обладнанням,released,skill/competence,sector-specific,,"Перевіряти, обслуговувати та ремонтувати електричні та електронні елементи. Перевіряти та оновлювати програмне забезпечення автоматизованого обладнання.
	",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"технічне обслуговування електричного, електронного й прецизійного обладнання"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e,захищати ІКТ-пристрої,released,skill/competence,cross-sector,,"Захищати пристрої й цифровий контент, оцінювати ризики й загрози в цифрових середовищах. Знати про заходи для захисту й безпеки, приділяти належну увагу надійності й конфіденційності. Використовувати інструменти й методи для максимальної безпеки пристроїв ІКТ й інформації шляхом контролю доступу (паролі, цифрові підписи, біометричні дані, такі системи захисту як брандмауер, антивіруси, спам-фільтри).
	",http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2 | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,безпека ІКТ | захист пристроїв ІКТ
